Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI827141|HA|A/AICHI/83/2016|EPI_ISL_232526|A_/_H1N1,0.000000,0.000001,0.000001
EPI844065|HA|A/Nepal/142/2016|EPI_ISL_235549|A_/_H1N1,0.019435,0.019700,0.000265
EPI1024985|HA|A/Laos/0009/2016|EPI_ISL_269932|A_/_H1N1,0.022968,0.023497,0.000528
EPI1025033|HA|A/Laos/4392/2016|EPI_ISL_269938|A_/_H1N1,0.022968,0.023652,0.000684
EPI1027159|HA|A/Laos/F4513/2016|EPI_ISL_270238|A_/_H1N1,0.022968,0.023707,0.000739
EPI2650432|HA|A/Saudi_Arabia/09/2016|EPI_ISL_18037984|A_/_H1N1,0.037102,0.040393,0.003290
EPI909656|HA|A/SAPPORO/110/2016|EPI_ISL_247752|A_/_H1N1,0.019435,0.019716,0.000281
EPI917635|HA|A/Phuket/320/2016|EPI_ISL_248956|A_/_H1N1,0.022968,0.023577,0.000609
EPI770039|HA|A/Kyrgyzstan/119/2016|EPI_ISL_223769|A_/_H1N1,0.022968,0.023547,0.000578
EPI788973|HA|A/Singapore/INFKK-16-0532/2016|EPI_ISL_227051|A_/_H1N1,0.019435,0.019748,0.000313
EPI980370|HA|A/Vietnam/019/2016|EPI_ISL_259863|A_/_H1N1,0.014134,0.014269,0.000134
EPI903892|HA|A/Brisbane/305/2016|EPI_ISL_246667|A_/_H1N1,0.022968,0.023603,0.000635
EPI791816|HA|A/Massachusetts/25/2016|EPI_ISL_227436|A_/_H1N1,0.022968,0.023710,0.000742
