Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI2759303|HA|A/Malaysia/TIDREC_KJA-AUFI030/2023|EPI_ISL_18317772|A_/_H1N1,0.012367,0.012478,0.000111
EPI2903666|HA|A/Jeonbuk/2476/2023|EPI_ISL_18744092|A_/_H1N1,0.015901,0.016117,0.000216
EPI2903668|HA|A/Jeonnam/2178/2023|EPI_ISL_18744093|A_/_H1N1,0.017668,0.018031,0.000363
EPI2903642|HA|A/Gyeonggi/2000/2023|EPI_ISL_18744080|A_/_H1N1,0.019435,0.019677,0.000242
EPI2903624|HA|A/Chungbuk/2333/2023|EPI_ISL_18744071|A_/_H1N1,0.015901,0.016047,0.000146
EPI2539500|HA|A/Surat_Thani/P578/2023|EPI_ISL_17597837|A_/_H1N1,0.014134,0.014228,0.000094
EPI2539436|HA|A/Chiang_Rai/P912/2023|EPI_ISL_17597829|A_/_H1N1,0.010601,0.010676,0.000075
EPI2904109|HA|A/Laos/F4161/2023|EPI_ISL_18744505|A_/_H1N1,0.007067,0.007071,0.000004
EPI2759833|HA|A/Chiang_Rai/P3815/2023|EPI_ISL_18320338|A_/_H1N1,0.007067,0.007101,0.000034
EPI2678866|HA|A/Laos/1952/2023|EPI_ISL_18091923|A_/_H1N1,0.010601,0.010859,0.000258
EPI2881986|HA|A/Oman/CPHL_7236077/2023|EPI_ISL_18716431|A_/_H1N1,0.019435,0.019738,0.000303
EPI3633772|HA|A/Laos/00819-1959/2023|EPI_ISL_19536574|A_/_H1N1,0.012367,0.012436,0.000068
EPI3194850|HA|A/SHIGA/62/2023|EPI_ISL_19045754|A_/_H1N1,0.008834,0.008890,0.000056
EPI3194858|HA|A/CHIBA/162/2023|EPI_ISL_19045755|A_/_H1N1,0.019435,0.019660,0.000225
EPI2468145|HA|A/TOKYO/SH01/2023|EPI_ISL_17244640|A_/_H1N1,0.010601,0.010671,0.000070
EPI2734565|HA|A/Myanmar/I036/2023|EPI_ISL_18231482|A_/_H1N1,0.007067,0.007119,0.000052
EPI2735199|HA|A/Gwangju/983/2023|EPI_ISL_18231896|A_/_H1N1,0.007067,0.007262,0.000195
EPI2868817|HA|A/HIROSHIMA/135/2023|EPI_ISL_18692906|A_/_H1N1,0.019435,0.019802,0.000367
EPI2963804|HA|A/Singapore/GP13329/2023|EPI_ISL_18831313|A_/_H1N1,0.007067,0.007095,0.000028
EPI2963298|HA|A/Singapore/KK1647/2023|EPI_ISL_18831069|A_/_H1N1,0.012367,0.012432,0.000065
EPI2793243|HA|A/Daejeon/1531/2023|EPI_ISL_18506252|A_/_H1N1,0.007067,0.007102,0.000035
EPI2793213|HA|A/Seoul/1471/2023|EPI_ISL_18506241|A_/_H1N1,0.010601,0.010696,0.000095
EPI2801009|HA|A/Chanthaburi/P4630/2023|EPI_ISL_18540016|A_/_H1N1,0.007067,0.007145,0.000078
