Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1604165|HA|A/Osaka/UT-A01/2013|EPI_ISL_393910|A_/_H1N1,0.019435,0.019832,0.000397
EPI540797|HA|A/MACAU/610435/2013|EPI_ISL_165924|A_/_H1N1,0.005300,0.005324,0.000024
EPI544626|HA|A/Singapore/CGH001/2013|EPI_ISL_167043|A_/_H1N1,0.007067,0.007059,-0.000008
EPI439228|HA|A/Surat_Thani/16/2013|EPI_ISL_138660|A_/_H1N1,0.019435,0.019941,0.000506
EPI445794|HA|A/Kherlen/658/2013|EPI_ISL_140301|A_/_H1N1,0.005300,0.005292,-0.000008
EPI567296|HA|A/Philippines/20/2013|EPI_ISL_173214|A_/_H1N1,0.008834,0.008871,0.000037
EPI450490|HA|A/MACAU/600062/2013|EPI_ISL_141597|A_/_H1N1,0.008834,0.008833,-0.000001
EPI465498|HA|A/Vietnam/3029/2013|EPI_ISL_145106|A_/_H1N1,0.007067,0.007115,0.000047
EPI466559|HA|A/Jordan/30021/2013|EPI_ISL_145413|A_/_H1N1,0.007067,0.007067,-0.000000
EPI477014|HA|A/Fukuoka-C/8/2013|EPI_ISL_148586|A_/_H1N1,0.030035,0.031115,0.001079
EPI490886|HA|A/Vietnam/CD13-114/2013|EPI_ISL_151419|A_/_H1N1,0.017668,0.018036,0.000369
EPI419975|HA|A/Malmoe/1/2013|EPI_ISL_135096|A_/_H1N1,0.010601,0.010637,0.000037
EPI2184453|HA|A/Catalonia/NSVH206354/2013|EPI_ISL_15083856|A_/_H1N1,0.021201,0.021722,0.000520
EPI460690|HA|A/Salamanca/43/2013|EPI_ISL_143634|A_/_H1N1,0.008834,0.008954,0.000120
EPI442699|HA|A/Colorado/03/2013|EPI_ISL_139492|A_/_H1N1,0.007067,0.007049,-0.000019
EPI465079|HA|A/Kentucky/06/2013|EPI_ISL_144959|A_/_H1N1,0.008834,0.008920,0.000086
