Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI342543|HA|A/Oman/1102/2011|EPI_ISL_99154|A_/_H1N1,0.012367,0.012458,0.000091
EPI346713|HA|A/Kazakhstan/2081/2011|EPI_ISL_99932|A_/_H1N1,0.012367,0.012498,0.000131
EPI348493|HA|A/SAITAMA/319/2011|EPI_ISL_101369|A_/_H1N1,0.007067,0.007104,0.000037
EPI349533|HA|A/Taiwan/1018/2011|EPI_ISL_101903|A_/_H1N1,0.015901,0.016365,0.000464
EPI349537|HA|A/Taiwan/552/2011|EPI_ISL_101907|A_/_H1N1,0.017668,0.018062,0.000394
EPI349536|HA|A/Taiwan/67/2011|EPI_ISL_101906|A_/_H1N1,0.005300,0.005297,-0.000004
EPI349539|HA|A/Taiwan/1150/2011|EPI_ISL_101909|A_/_H1N1,0.010601,0.010710,0.000109
EPI355206|HA|A/Sapporo/163/2011|EPI_ISL_104868|A_/_H1N1,0.010601,0.010760,0.000160
EPI366346|HA|A/Vietnam/108/2011|EPI_ISL_115090|A_/_H1N1,0.010601,0.010680,0.000079
EPI612851|HA|A/Yamagata/203/2011|EPI_ISL_188961|A_/_H1N1,0.015901,0.016015,0.000114
EPI346387|HA|A/Stockholm/27/2011|EPI_ISL_99779|A_/_H1N1,0.012367,0.012495,0.000127
EPI358504|HA|A/ENG/114940161/2011|EPI_ISL_107428|A_/_H1N1,0.019435,0.019717,0.000282
EPI319615|HA|A/Ukraine/3/2011|EPI_ISL_90800|A_/_H1N1,0.005300,0.005315,0.000015
EPI334702|HA|A/Slovenia/861/2011|EPI_ISL_95550|A_/_H1N1,0.010601,0.010701,0.000100
EPI566454|HA|A/Perth/33/2011|EPI_ISL_172959|A_/_H1N1,0.015901,0.016470,0.000569
EPI349365|HA|A/Florida/36/2011|EPI_ISL_101593|A_/_H1N1,0.008834,0.008841,0.000007
EPI309803|HA|A/Arizona/01/2011|EPI_ISL_88059|A_/_H1N1,0.005300,0.005280,-0.000021
EPI316342|HA|A/Delaware/06/2011|EPI_ISL_88073|A_/_H1N1,0.008834,0.008838,0.000005
EPI309946|HA|A/Maine/03/2011|EPI_ISL_88098|A_/_H1N1,0.019435,0.019691,0.000257
