Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI827141|HA|A/AICHI/83/2016|EPI_ISL_232526|A_/_H1N1,0.019435,0.019748,0.000313
EPI844065|HA|A/Nepal/142/2016|EPI_ISL_235549|A_/_H1N1,0.014134,0.014254,0.000119
EPI1024985|HA|A/Laos/0009/2016|EPI_ISL_269932|A_/_H1N1,0.014134,0.014346,0.000211
EPI1025033|HA|A/Laos/4392/2016|EPI_ISL_269938|A_/_H1N1,0.014134,0.014439,0.000304
EPI1027159|HA|A/Laos/F4513/2016|EPI_ISL_270238|A_/_H1N1,0.014134,0.014472,0.000337
EPI2650432|HA|A/Saudi_Arabia/09/2016|EPI_ISL_18037984|A_/_H1N1,0.028269,0.030569,0.002301
EPI909656|HA|A/SAPPORO/110/2016|EPI_ISL_247752|A_/_H1N1,0.010601,0.010818,0.000217
EPI917635|HA|A/Phuket/320/2016|EPI_ISL_248956|A_/_H1N1,0.014134,0.014395,0.000261
EPI770039|HA|A/Kyrgyzstan/119/2016|EPI_ISL_223769|A_/_H1N1,0.021201,0.021686,0.000485
EPI788973|HA|A/Singapore/INFKK-16-0532/2016|EPI_ISL_227051|A_/_H1N1,0.000000,0.000001,0.000001
EPI980370|HA|A/Vietnam/019/2016|EPI_ISL_259863|A_/_H1N1,0.026502,0.027335,0.000833
EPI903892|HA|A/Brisbane/305/2016|EPI_ISL_246667|A_/_H1N1,0.014134,0.014410,0.000276
EPI791816|HA|A/Massachusetts/25/2016|EPI_ISL_227436|A_/_H1N1,0.014134,0.014475,0.000340
