Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI342543|HA|A/Oman/1102/2011|EPI_ISL_99154|A_/_H1N1,0.014134,0.014353,0.000219
EPI346713|HA|A/Kazakhstan/2081/2011|EPI_ISL_99932|A_/_H1N1,0.003534,0.003530,-0.000003
EPI348493|HA|A/SAITAMA/319/2011|EPI_ISL_101369|A_/_H1N1,0.015901,0.016186,0.000285
EPI349533|HA|A/Taiwan/1018/2011|EPI_ISL_101903|A_/_H1N1,0.008834,0.009012,0.000179
EPI349537|HA|A/Taiwan/552/2011|EPI_ISL_101907|A_/_H1N1,0.010601,0.010744,0.000143
EPI349536|HA|A/Taiwan/67/2011|EPI_ISL_101906|A_/_H1N1,0.014134,0.014300,0.000166
EPI349539|HA|A/Taiwan/1150/2011|EPI_ISL_101909|A_/_H1N1,0.019435,0.019880,0.000446
EPI355206|HA|A/Sapporo/163/2011|EPI_ISL_104868|A_/_H1N1,0.017668,0.018488,0.000820
EPI366346|HA|A/Vietnam/108/2011|EPI_ISL_115090|A_/_H1N1,0.019435,0.019823,0.000389
EPI612851|HA|A/Yamagata/203/2011|EPI_ISL_188961|A_/_H1N1,0.007067,0.007038,-0.000029
EPI346387|HA|A/Stockholm/27/2011|EPI_ISL_99779|A_/_H1N1,0.021201,0.021687,0.000486
EPI358504|HA|A/ENG/114940161/2011|EPI_ISL_107428|A_/_H1N1,0.021201,0.021684,0.000483
EPI319615|HA|A/Ukraine/3/2011|EPI_ISL_90800|A_/_H1N1,0.014134,0.014352,0.000218
EPI334702|HA|A/Slovenia/861/2011|EPI_ISL_95550|A_/_H1N1,0.019435,0.019863,0.000429
EPI566454|HA|A/Perth/33/2011|EPI_ISL_172959|A_/_H1N1,0.017668,0.018448,0.000780
EPI349365|HA|A/Florida/36/2011|EPI_ISL_101593|A_/_H1N1,0.017668,0.017901,0.000233
EPI309803|HA|A/Arizona/01/2011|EPI_ISL_88059|A_/_H1N1,0.014134,0.014254,0.000119
EPI316342|HA|A/Delaware/06/2011|EPI_ISL_88073|A_/_H1N1,0.017668,0.017894,0.000227
EPI309946|HA|A/Maine/03/2011|EPI_ISL_88098|A_/_H1N1,0.017668,0.017942,0.000274
