Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI827141|HA|A/AICHI/83/2016|EPI_ISL_232526|A_/_H1N1,0.015901,0.016122,0.000221
EPI844065|HA|A/Nepal/142/2016|EPI_ISL_235549|A_/_H1N1,0.010601,0.010666,0.000066
EPI1024985|HA|A/Laos/0009/2016|EPI_ISL_269932|A_/_H1N1,0.007067,0.007078,0.000011
EPI1025033|HA|A/Laos/4392/2016|EPI_ISL_269938|A_/_H1N1,0.007067,0.007123,0.000056
EPI1027159|HA|A/Laos/F4513/2016|EPI_ISL_270238|A_/_H1N1,0.007067,0.007139,0.000072
EPI2650432|HA|A/Saudi_Arabia/09/2016|EPI_ISL_18037984|A_/_H1N1,0.021201,0.022632,0.001431
EPI909656|HA|A/SAPPORO/110/2016|EPI_ISL_247752|A_/_H1N1,0.007067,0.007121,0.000054
EPI917635|HA|A/Phuket/320/2016|EPI_ISL_248956|A_/_H1N1,0.007067,0.007102,0.000035
EPI770039|HA|A/Kyrgyzstan/119/2016|EPI_ISL_223769|A_/_H1N1,0.017668,0.018031,0.000364
EPI788973|HA|A/Singapore/INFKK-16-0532/2016|EPI_ISL_227051|A_/_H1N1,0.007067,0.007107,0.000040
EPI980370|HA|A/Vietnam/019/2016|EPI_ISL_259863|A_/_H1N1,0.022968,0.023637,0.000669
EPI903892|HA|A/Brisbane/305/2016|EPI_ISL_246667|A_/_H1N1,0.007067,0.007109,0.000042
EPI791816|HA|A/Massachusetts/25/2016|EPI_ISL_227436|A_/_H1N1,0.007067,0.007141,0.000073
