Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230121|HA|A/NIIGATA/1459/2009|EPI_ISL_65887|A_/_H1N1,0.010601,0.010664,0.000064
EPI190831|HA|A/Taiwan/T1773/2009|EPI_ISL_33944|A_/_H1N1,0.014134,0.014204,0.000070
EPI232996|HA|A/SAPPORO/464/2009|EPI_ISL_66729|A_/_H1N1,0.014134,0.014234,0.000100
EPI233003|HA|A/YAMAGUCHI/184/2009|EPI_ISL_66736|A_/_H1N1,0.014134,0.014157,0.000023
EPI240592|HA|A/HIROSHIMA-C/395/2009|EPI_ISL_69056|A_/_H1N1,0.014134,0.014210,0.000076
EPI349527|HA|A/Taiwan/1017/2009|EPI_ISL_101897|A_/_H1N1,0.010601,0.010645,0.000044
EPI349526|HA|A/Taiwan/11706/2009|EPI_ISL_101896|A_/_H1N1,0.010601,0.010614,0.000013
EPI241772|HA|A/TOCHIGI/356/2009|EPI_ISL_69740|A_/_H1N1,0.014134,0.014265,0.000131
EPI248540|HA|A/SHIZUOKA-C/172/2009|EPI_ISL_71613|A_/_H1N1,0.015901,0.015950,0.000049
EPI254654|HA|A/Daejeon/1871/2009|EPI_ISL_74102|A_/_H1N1,0.014134,0.014244,0.000110
EPI255807|HA|A/Thailand/THB0405/2009|EPI_ISL_74415|A_/_H1N1,0.014134,0.014209,0.000074
EPI263419|HA|A/Singapore/GP3441/2009|EPI_ISL_75728|A_/_H1N1,0.010601,0.010791,0.000190
EPI263429|HA|A/Singapore/GP4381/2009|EPI_ISL_75733|A_/_H1N1,0.010601,0.010630,0.000029
EPI263435|HA|A/Singapore/GP4697/2009|EPI_ISL_75736|A_/_H1N1,0.000000,0.000001,0.000001
EPI277593|HA|A/Amman/WR0060N/2009|EPI_ISL_78800|A_/_H1N1,0.017730,0.018057,0.000327
EPI277609|HA|A/Taipei/WR0193T/2009|EPI_ISL_78802|A_/_H1N1,0.012411,0.012534,0.000123
EPI277641|HA|A/Bishkek/WR0881T/2009|EPI_ISL_78806|A_/_H1N1,0.021277,0.021886,0.000609
EPI277801|HA|A/Ankara/WR1429T/2009|EPI_ISL_78826|A_/_H1N1,0.017730,0.017949,0.000219
EPI277833|HA|A/Taipei/WR1472T/2009|EPI_ISL_78830|A_/_H1N1,0.021277,0.021806,0.000529
EPI297094|HA|A/Sendai/TU385/2009|EPI_ISL_84677|A_/_H1N1,0.010601,0.010647,0.000046
EPI297101|HA|A/Sendai/TU396/2009|EPI_ISL_84684|A_/_H1N1,0.015901,0.016058,0.000157
EPI297106|HA|A/Sendai/TU402/2009|EPI_ISL_84689|A_/_H1N1,0.014134,0.014298,0.000163
EPI297133|HA|A/Sendai/TU447/2009|EPI_ISL_84716|A_/_H1N1,0.015901,0.016054,0.000153
EPI297181|HA|A/Sendai/TU589/2009|EPI_ISL_84764|A_/_H1N1,0.015901,0.016050,0.000149
EPI297185|HA|A/Sendai/TU587/2009|EPI_ISL_84768|A_/_H1N1,0.014134,0.014413,0.000279
EPI297194|HA|A/Sendai/TU620/2009|EPI_ISL_84777|A_/_H1N1,0.014134,0.014242,0.000108
