Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1604165|HA|A/Osaka/UT-A01/2013|EPI_ISL_393910|A_/_H1N1,0.017668,0.018007,0.000339
EPI540797|HA|A/MACAU/610435/2013|EPI_ISL_165924|A_/_H1N1,0.007067,0.007111,0.000044
EPI544626|HA|A/Singapore/CGH001/2013|EPI_ISL_167043|A_/_H1N1,0.005300,0.005287,-0.000013
EPI439228|HA|A/Surat_Thani/16/2013|EPI_ISL_138660|A_/_H1N1,0.017668,0.018106,0.000438
EPI445794|HA|A/Kherlen/658/2013|EPI_ISL_140301|A_/_H1N1,0.007067,0.007068,0.000001
EPI567296|HA|A/Philippines/20/2013|EPI_ISL_173214|A_/_H1N1,0.007067,0.007088,0.000021
EPI450490|HA|A/MACAU/600062/2013|EPI_ISL_141597|A_/_H1N1,0.007067,0.007058,-0.000009
EPI465498|HA|A/Vietnam/3029/2013|EPI_ISL_145106|A_/_H1N1,0.005300,0.005329,0.000029
EPI466559|HA|A/Jordan/30021/2013|EPI_ISL_145413|A_/_H1N1,0.005300,0.005293,-0.000007
EPI477014|HA|A/Fukuoka-C/8/2013|EPI_ISL_148586|A_/_H1N1,0.028269,0.029250,0.000982
EPI490886|HA|A/Vietnam/CD13-114/2013|EPI_ISL_151419|A_/_H1N1,0.015901,0.016212,0.000311
EPI419975|HA|A/Malmoe/1/2013|EPI_ISL_135096|A_/_H1N1,0.008834,0.008854,0.000020
EPI2184453|HA|A/Catalonia/NSVH206354/2013|EPI_ISL_15083856|A_/_H1N1,0.019435,0.019889,0.000454
EPI460690|HA|A/Salamanca/43/2013|EPI_ISL_143634|A_/_H1N1,0.007067,0.007154,0.000087
EPI442699|HA|A/Colorado/03/2013|EPI_ISL_139492|A_/_H1N1,0.005300,0.005280,-0.000020
EPI465079|HA|A/Kentucky/06/2013|EPI_ISL_144959|A_/_H1N1,0.007067,0.007127,0.000060
