Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4466040|HA|A/Bangkok/P1226/2025|EPI_ISL_20054439|A_/_H1N1,0.031802,0.032873,0.001070
EPI4569164|HA|A/Singapore/TT0288/2025|EPI_ISL_20087251|A_/_H1N1,0.026502,0.027230,0.000728
EPI4569149|HA|A/Singapore/EN0019/2025|EPI_ISL_20087249|A_/_H1N1,0.005300,0.005272,-0.000028
EPI4569235|HA|A/Singapore/KK0385/2025|EPI_ISL_20087260|A_/_H1N1,0.022968,0.023435,0.000466
EPI4569014|HA|A/Singapore/GP1040/2025|EPI_ISL_20087232|A_/_H1N1,0.024735,0.025283,0.000548
EPI4466834|HA|A/Philippines/SARI25-0988/2025|EPI_ISL_20054796|A_/_H1N1,0.030035,0.031024,0.000988
EPI4570542|HA|A/Laos/00819-3151/2025|EPI_ISL_20087504|A_/_H1N1,0.010582,0.010646,0.000064
EPI4409343|HA|A/Malaysia/MKAI_CL29911/2025|EPI_ISL_19893420|A_/_H1N1,0.031802,0.032920,0.001117
EPI4585242|HA|A/Vietnam/5123/2025|EPI_ISL_20092435|A_/_H1N1,0.028269,0.029225,0.000956
EPI4585319|HA|A/Philippines/ILI25-0566/2025|EPI_ISL_20092445|A_/_H1N1,0.026502,0.027204,0.000702
EPI4327500|HA|A/IBARAKI/9/2025|EPI_ISL_19864098|A_/_H1N1,0.030035,0.031213,0.001177
EPI4668311|HA|A/Tak/1054/2025|EPI_ISL_20159167|A_/_H1N1,0.030035,0.031297,0.001262
EPI4335825|HA|A/YAMAGATA/72/2025|EPI_ISL_19867627|A_/_H1N1,0.030035,0.031092,0.001057
EPI4592117|HA|A/YOKOHAMA/50/2025|EPI_ISL_20097259|A_/_H1N1,0.022968,0.023716,0.000748
EPI4596675|HA|A/Singapore/KK0285/2025|EPI_ISL_20099737|A_/_H1N1,0.024735,0.025437,0.000702
EPI4439938|HA|A/TOKYO/EIS11-811/2025|EPI_ISL_19907006|A_/_H1N1,0.022968,0.023380,0.000412
EPI4624337|HA|A/Taiwan/S26887/2025|EPI_ISL_20136655|A_/_H1N1,0.028269,0.029663,0.001395
EPI4442386|HA|A/Lebanon/AU-9152/2025|EPI_ISL_19908717|A_/_H1N1,0.030035,0.030948,0.000913
EPI4103389|HA|A/KANAGAWA/AC2408/2025|EPI_ISL_19778353|A_/_H1N1,0.028269,0.029098,0.000830
EPI4444085|HA|A/Lebanon/AU-8907/2025|EPI_ISL_19909660|A_/_H1N1,0.023508,0.024167,0.000659
EPI4111374|HA|A/Vietnam/PF124503/2025|EPI_ISL_19780795|A_/_H1N1,0.030035,0.030984,0.000949
EPI4111432|HA|A/Vietnam/PF324366/2025|EPI_ISL_19780804|A_/_H1N1,0.026502,0.027272,0.000771
EPI4634392|HA|A/Taiwan/S26883/2025|EPI_ISL_20142084|A_/_H1N1,0.026502,0.027258,0.000756
EPI4025735|HA|A/Chiang_Rai/F561/2025|EPI_ISL_19753506|A_/_H1N1,0.024735,0.025228,0.000493
EPI4235418|HA|A/Seoul/649/2025|EPI_ISL_19822408|A_/_H1N1,0.010601,0.010616,0.000015
EPI4467988|HA|A/Galicia/44224586/2025|EPI_ISL_20055313|A_/_H1N1,0.033569,0.034888,0.001319
EPI4408183|HA|A/Madrid/HULP-200724254/2025|EPI_ISL_19893100|A_/_H1N1,0.028269,0.029092,0.000823
EPI4408167|HA|A/Madrid/HULP-200683958/2025|EPI_ISL_19893098|A_/_H1N1,0.033569,0.034716,0.001147
EPI4318575|HA|A/Galicia/GA-CHUAC-376/2025|EPI_ISL_19861830|A_/_H1N1,0.030035,0.030880,0.000845
EPI4161523|HA|A/Aragon/598/2025|EPI_ISL_19796571|A_/_H1N1,0.033569,0.034765,0.001196
EPI4322518|HA|A/Galicia/52502966/2025|EPI_ISL_19863007|A_/_H1N1,0.008834,0.008875,0.000041
EPI4414758|HA|A/Spain/VC-HADV-002442/2025|EPI_ISL_19897333|A_/_H1N1,0.031802,0.033031,0.001229
EPI4064473|HA|A/Avila/1833/2025|EPI_ISL_19767618|A_/_H1N1,0.033569,0.034720,0.001151
EPI4589108|HA|A/Alicante/VAHNSI-GIHSN-16_0431/2025|EPI_ISL_20095985|A_/_H1N1,0.024735,0.025608,0.000873
EPI4073754|HA|A/Galicia/SCQ/132102/2025|EPI_ISL_19770700|A_/_H1N1,0.031802,0.032829,0.001027
EPI4265256|HA|A/ComunidadValenciana/990/2025|EPI_ISL_19836366|A_/_H1N1,0.033569,0.034951,0.001382
EPI3883721|HA|A/Catalonia/NSBE252734763/2025|EPI_ISL_19705001|A_/_H1N1,0.012367,0.012475,0.000108
EPI4192158|HA|A/Andalucia/PMC-00768/2025|EPI_ISL_19806287|A_/_H1N1,0.031746,0.032860,0.001114
EPI4503965|HA|A/Slovakia/uvzsr-40431/2025|EPI_ISL_20069003|A_/_H1N1,0.024735,0.025451,0.000716
EPI4113781|HA|A/Sweden/SE25-50565/2025|EPI_ISL_19782067|A_/_H1N1,0.022968,0.023482,0.000514
EPI4116576|HA|A/Cwmifor/4078/2025|EPI_ISL_19784917|A_/_H1N1,0.033569,0.034986,0.001417
EPI4514388|HA|A/Victoria/42/2025|EPI_ISL_20070576|A_/_H1N1,0.026502,0.027260,0.000758
EPI4514610|HA|A/Victoria/628/2025|EPI_ISL_20070633|A_/_H1N1,0.026502,0.027303,0.000801
EPI4466278|HA|A/Queensland/IN001565/2025|EPI_ISL_20054702|A_/_H1N1,0.022968,0.023549,0.000581
EPI4277588|HA|A/Canberra/153/2025|EPI_ISL_19843969|A_/_H1N1,0.028269,0.029269,0.001000
EPI4644732|HA|A/Tasmania/723/2025|EPI_ISL_20149200|A_/_H1N1,0.021201,0.021677,0.000475
EPI4308767|HA|A/Tasmania/133/2025|EPI_ISL_19856557|A_/_H1N1,0.033569,0.034817,0.001248
EPI3950584|HA|A/Michigan/02/2025|EPI_ISL_19726690|A_/_H1N1,0.005300,0.005278,-0.000023
EPI4650987|HA|A/Michigan/MIS-L386411975/2025|EPI_ISL_20153313|A_/_H1N1,0.035336,0.036407,0.001071
EPI4264577|HA|A/Illinois/15768/2025|EPI_ISL_19834964|A_/_H1N1,0.010601,0.010618,0.000017
EPI4011328|HA|A/Florida/ISC-1095/2025|EPI_ISL_19746130|A_/_H1N1,0.021201,0.021798,0.000596
EPI3940039|HA|A/Massachusetts/ISC-1012/2025|EPI_ISL_19724294|A_/_H1N1,0.033569,0.034604,0.001035
