Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4466040|HA|A/Bangkok/P1226/2025|EPI_ISL_20054439|A_/_H1N1,0.030035,0.030963,0.000928
EPI4569164|HA|A/Singapore/TT0288/2025|EPI_ISL_20087251|A_/_H1N1,0.026502,0.027238,0.000737
EPI4569149|HA|A/Singapore/EN0019/2025|EPI_ISL_20087249|A_/_H1N1,0.015901,0.016040,0.000139
EPI4569235|HA|A/Singapore/KK0385/2025|EPI_ISL_20087260|A_/_H1N1,0.022968,0.023443,0.000475
EPI4569014|HA|A/Singapore/GP1040/2025|EPI_ISL_20087232|A_/_H1N1,0.024735,0.025292,0.000557
EPI4466834|HA|A/Philippines/SARI25-0988/2025|EPI_ISL_20054796|A_/_H1N1,0.030035,0.031033,0.000998
EPI4570542|HA|A/Laos/00819-3151/2025|EPI_ISL_20087504|A_/_H1N1,0.000000,0.000001,0.000001
EPI4409343|HA|A/Malaysia/MKAI_CL29911/2025|EPI_ISL_19893420|A_/_H1N1,0.031802,0.032929,0.001127
EPI4585242|HA|A/Vietnam/5123/2025|EPI_ISL_20092435|A_/_H1N1,0.028269,0.029234,0.000965
EPI4585319|HA|A/Philippines/ILI25-0566/2025|EPI_ISL_20092445|A_/_H1N1,0.026502,0.027213,0.000711
EPI4327500|HA|A/IBARAKI/9/2025|EPI_ISL_19864098|A_/_H1N1,0.030035,0.031222,0.001187
EPI4668311|HA|A/Tak/1054/2025|EPI_ISL_20159167|A_/_H1N1,0.030035,0.031307,0.001271
EPI4335825|HA|A/YAMAGATA/72/2025|EPI_ISL_19867627|A_/_H1N1,0.030035,0.031102,0.001066
EPI4592117|HA|A/YOKOHAMA/50/2025|EPI_ISL_20097259|A_/_H1N1,0.012367,0.012620,0.000252
EPI4596675|HA|A/Singapore/KK0285/2025|EPI_ISL_20099737|A_/_H1N1,0.024735,0.025445,0.000710
EPI4439938|HA|A/TOKYO/EIS11-811/2025|EPI_ISL_19907006|A_/_H1N1,0.022968,0.023388,0.000420
EPI4624337|HA|A/Taiwan/S26887/2025|EPI_ISL_20136655|A_/_H1N1,0.028269,0.029673,0.001404
EPI4442386|HA|A/Lebanon/AU-9152/2025|EPI_ISL_19908717|A_/_H1N1,0.026502,0.027300,0.000798
EPI4103389|HA|A/KANAGAWA/AC2408/2025|EPI_ISL_19778353|A_/_H1N1,0.028269,0.029107,0.000839
EPI4444085|HA|A/Lebanon/AU-8907/2025|EPI_ISL_19909660|A_/_H1N1,0.023508,0.024175,0.000667
EPI4111374|HA|A/Vietnam/PF124503/2025|EPI_ISL_19780795|A_/_H1N1,0.030035,0.030994,0.000958
EPI4111432|HA|A/Vietnam/PF324366/2025|EPI_ISL_19780804|A_/_H1N1,0.026502,0.027281,0.000779
EPI4634392|HA|A/Taiwan/S26883/2025|EPI_ISL_20142084|A_/_H1N1,0.026502,0.027266,0.000765
EPI4025735|HA|A/Chiang_Rai/F561/2025|EPI_ISL_19753506|A_/_H1N1,0.024735,0.025236,0.000501
EPI4235418|HA|A/Seoul/649/2025|EPI_ISL_19822408|A_/_H1N1,0.014134,0.014254,0.000120
EPI4467988|HA|A/Galicia/44224586/2025|EPI_ISL_20055313|A_/_H1N1,0.033569,0.034897,0.001328
EPI4408183|HA|A/Madrid/HULP-200724254/2025|EPI_ISL_19893100|A_/_H1N1,0.028269,0.029101,0.000832
EPI4408167|HA|A/Madrid/HULP-200683958/2025|EPI_ISL_19893098|A_/_H1N1,0.033569,0.034726,0.001157
EPI4318575|HA|A/Galicia/GA-CHUAC-376/2025|EPI_ISL_19861830|A_/_H1N1,0.030035,0.030889,0.000854
EPI4161523|HA|A/Aragon/598/2025|EPI_ISL_19796571|A_/_H1N1,0.033569,0.034775,0.001206
EPI4322518|HA|A/Galicia/52502966/2025|EPI_ISL_19863007|A_/_H1N1,0.015901,0.016139,0.000238
EPI4414758|HA|A/Spain/VC-HADV-002442/2025|EPI_ISL_19897333|A_/_H1N1,0.031802,0.033041,0.001239
