Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI827141|HA|A/AICHI/83/2016|EPI_ISL_232526|A_/_H1N1,0.017668,0.017977,0.000309
EPI844065|HA|A/Nepal/142/2016|EPI_ISL_235549|A_/_H1N1,0.012367,0.012489,0.000121
EPI1024985|HA|A/Laos/0009/2016|EPI_ISL_269932|A_/_H1N1,0.005300,0.005295,-0.000005
EPI1025033|HA|A/Laos/4392/2016|EPI_ISL_269938|A_/_H1N1,0.005300,0.005329,0.000028
EPI1027159|HA|A/Laos/F4513/2016|EPI_ISL_270238|A_/_H1N1,0.005300,0.005340,0.000040
EPI2650432|HA|A/Saudi_Arabia/09/2016|EPI_ISL_18037984|A_/_H1N1,0.022968,0.024604,0.001636
EPI909656|HA|A/SAPPORO/110/2016|EPI_ISL_247752|A_/_H1N1,0.008834,0.008933,0.000099
EPI917635|HA|A/Phuket/320/2016|EPI_ISL_248956|A_/_H1N1,0.005300,0.005313,0.000013
EPI770039|HA|A/Kyrgyzstan/119/2016|EPI_ISL_223769|A_/_H1N1,0.019435,0.019906,0.000471
EPI788973|HA|A/Singapore/INFKK-16-0532/2016|EPI_ISL_227051|A_/_H1N1,0.008834,0.008915,0.000082
EPI980370|HA|A/Vietnam/019/2016|EPI_ISL_259863|A_/_H1N1,0.024735,0.025547,0.000812
EPI903892|HA|A/Brisbane/305/2016|EPI_ISL_246667|A_/_H1N1,0.008834,0.008918,0.000085
EPI791816|HA|A/Massachusetts/25/2016|EPI_ISL_227436|A_/_H1N1,0.008834,0.008958,0.000124
