Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1757684|HA|A/Laos/2794/2019|EPI_ISL_491747|A_/_H1N1,0.000000,nan,nan
EPI1604762|HA|A/Lebanon/323/2019|EPI_ISL_394074|A_/_H1N1,0.019435,nan,nan
EPI1605036|HA|A/OKINAWA/64/2019|EPI_ISL_394196|A_/_H1N1,0.010601,nan,nan
EPI1478325|HA|A/Kyrgyzstan,Osh/6/2019|EPI_ISL_361909|A_/_H1N1,0.019435,nan,nan
EPI1606793|HA|A/Vietnam/018/2019|EPI_ISL_394988|A_/_H1N1,0.019435,nan,nan
EPI1608337|HA|A/IBARAKI/93/2019|EPI_ISL_395217|A_/_H1N1,0.019435,nan,nan
EPI1610319|HA|A/SAITAMA/173/2019|EPI_ISL_395546|A_/_H1N1,0.024735,nan,nan
EPI1763653|HA|A/Konya/820/2019|EPI_ISL_498330|A_/_H1N1,0.012367,nan,nan
EPI1646278|HA|A/Singapore/GP2220/2019|EPI_ISL_401475|A_/_H1N1,0.012367,nan,nan
EPI1663791|HA|A/Laos/2879/2019|EPI_ISL_404786|A_/_H1N1,0.010601,nan,nan
EPI1672598|HA|A/Philippines/34/2019|EPI_ISL_406964|A_/_H1N1,0.015901,nan,nan
EPI1679823|HA|A/KANAGAWA/AC1920/2019|EPI_ISL_408542|A_/_H1N1,0.014134,nan,nan
EPI1377837|HA|A/Karaganda_NRL/344/2019|EPI_ISL_343414|A_/_H1N1,0.021201,nan,nan
EPI1381335|HA|A/KANAGAWA/AC1823/2019|EPI_ISL_344515|A_/_H1N1,0.026502,nan,nan
EPI1852427|HA|A/Vietnam/Vnhcm-Gs394/2019|EPI_ISL_1296413|A_/_H1N1,0.010601,nan,nan
EPI1388093|HA|A/Singapore/NTF0009/2019|EPI_ISL_346413|A_/_H1N1,0.021201,nan,nan
EPI1566682|HA|A/Myanmar/19M064/2019|EPI_ISL_381708|A_/_H1N1,0.010601,nan,nan
EPI1797977|HA|A/Malaysia/RP_0718/2019|EPI_ISL_514735|A_/_H1N1,0.014134,nan,nan
EPI1584500|HA|A/Malaysia/RP2118/2019|EPI_ISL_389527|A_/_H1N1,0.010601,nan,nan
EPI1491300|HA|A/England/146/2019|EPI_ISL_364689|A_/_H1N1,0.010601,nan,nan
EPI1491298|HA|A/England/204/2019|EPI_ISL_364688|A_/_H1N1,0.021201,nan,nan
EPI1506890|HA|A/Linkoping/1/2019|EPI_ISL_367960|A_/_H1N1,0.010601,nan,nan
EPI1506986|HA|A/Ukraine/8294/2019|EPI_ISL_368008|A_/_H1N1,0.010601,nan,nan
EPI1508590|HA|A/Novi_Sad/4336/2019|EPI_ISL_368276|A_/_H1N1,0.010601,nan,nan
EPI1359897|HA|A/Barry/6142/2019|EPI_ISL_339323|A_/_H1N1,0.017668,nan,nan
EPI1369937|HA|A/England/27/2019|EPI_ISL_341280|A_/_H1N1,0.015901,nan,nan
EPI1370341|HA|A/Catalonia/NSVH100970317/2019|EPI_ISL_341417|A_/_H1N1,0.022968,nan,nan
EPI1378056|HA|A/Sweden/27/2019|EPI_ISL_343451|A_/_H1N1,0.012367,nan,nan
EPI1443858|HA|A/Catalonia/NSVH100983893/2019|EPI_ISL_356453|A_/_H1N1,0.017668,nan,nan
EPI1484058|HA|A/South_Australia/297/2019|EPI_ISL_363162|A_/_H1N1,0.010601,nan,nan
EPI1647174|HA|A/Canberra/337/2019|EPI_ISL_401775|A_/_H1N1,0.026502,nan,nan
EPI1647539|HA|A/South_Australia/477/2019|EPI_ISL_401895|A_/_H1N1,0.010601,nan,nan
EPI1435941|HA|A/Sydney/41/2019|EPI_ISL_354709|A_/_H1N1,0.017668,nan,nan
EPI1594066|HA|A/Victoria/1001/2019|EPI_ISL_391483|A_/_H1N1,0.010601,nan,nan
EPI1479960|HA|A/Montana/36/2019|EPI_ISL_362275|A_/_H1N1,0.019435,nan,nan
EPI1480139|HA|A/Iowa/12/2019|EPI_ISL_362298|A_/_H1N1,0.019435,nan,nan
EPI1487896|HA|A/Connecticut/33/2019|EPI_ISL_364053|A_/_H1N1,0.017668,nan,nan
EPI1636779|HA|A/California/206/2019|EPI_ISL_400059|A_/_H1N1,0.012367,nan,nan
EPI1642106|HA|A/California/208/2019|EPI_ISL_400899|A_/_H1N1,0.024735,nan,nan
EPI1559650|HA|A/Michigan/295/2019|EPI_ISL_380418|A_/_H1N1,0.024735,nan,nan
EPI1396930|HA|A/Arkansas/17/2019|EPI_ISL_348098|A_/_H1N1,0.022968,nan,nan
