Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI349529|HA|A/Taiwan/3994/2010|EPI_ISL_101899|A_/_H1N1,0.010601,0.010593,-0.000008
EPI349528|HA|A/Taiwan/1164/2010|EPI_ISL_101898|A_/_H1N1,0.014134,0.014239,0.000105
EPI249899|HA|A/Nagasaki/HA-10-5/2010|EPI_ISL_71903|A_/_H1N1,0.010601,0.010621,0.000021
EPI272412|HA|A/NIIGATA/194/2010|EPI_ISL_77265|A_/_H1N1,0.010601,0.010623,0.000022
EPI598887|HA|A/Bangkok/SIMI510/2010|EPI_ISL_181410|A_/_H1N1,0.010601,0.010599,-0.000001
EPI598885|HA|A/Bangkok/SIMI508/2010|EPI_ISL_181408|A_/_H1N1,0.010601,0.010576,-0.000025
EPI302108|HA|A/Taiwan/733/2010|EPI_ISL_86017|A_/_H1N1,0.015901,0.015954,0.000053
EPI324760|HA|A/Thailand/CU-MV6/2010|EPI_ISL_93119|A_/_H1N1,0.000000,0.000001,0.000001
EPI334839|HA|A/Aichi/118/2010|EPI_ISL_95637|A_/_H1N1,0.010601,0.010616,0.000016
EPI403823|HA|A/England/03220137/2010|EPI_ISL_131599|A_/_H1N1,0.012367,0.012388,0.000021
EPI403839|HA|A/Northern_Ireland/04380108/2010|EPI_ISL_131604|A_/_H1N1,0.014134,0.014113,-0.000021
EPI273891|HA|A/Dnipropetrovsk/445/2010|EPI_ISL_77716|A_/_H1N1,0.012367,0.012360,-0.000007
EPI278514|HA|A/Ukraine/123/2010|EPI_ISL_79191|A_/_H1N1,0.014134,0.014175,0.000041
EPI295619|HA|A/Slovakia/1623/2010|EPI_ISL_84236|A_/_H1N1,0.010601,0.010563,-0.000037
EPI295631|HA|A/Switzerland/3628824/2010|EPI_ISL_84242|A_/_H1N1,0.012367,0.012368,0.000000
EPI299615|HA|A/Switzerland/5165/2010|EPI_ISL_85201|A_/_H1N1,0.217314,0.270321,0.053007
EPI492960|HA|A/Extremadura/6530/2010|EPI_ISL_151911|A_/_H1N1,0.012367,0.012405,0.000038
EPI280341|HA|A/Christchurch/16/2010|EPI_ISL_79721|A_/_H1N1,0.015901,0.015915,0.000014
EPI250026|HA|A/Maryland/04/2010|EPI_ISL_71959|A_/_H1N1,0.014134,0.014110,-0.000024
EPI252143|HA|A/Minnesota/02/2010|EPI_ISL_73406|A_/_H1N1,0.012367,0.012425,0.000058
EPI273717|HA|A/Minnesota/03/2010|EPI_ISL_77664|A_/_H1N1,0.010601,0.010589,-0.000011
EPI278832|HA|A/California/11/2010|EPI_ISL_79343|A_/_H1N1,0.014134,0.014123,-0.000011
EPI300969|HA|A/Indiana/06/2010|EPI_ISL_85569|A_/_H1N1,0.012367,0.012363,-0.000005
EPI301713|HA|A/Hawaii/16/2010|EPI_ISL_85813|A_/_H1N1,0.015901,0.015974,0.000073
