Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI3609682|HA|A/Malaysia/IMR-SARI2297/2024|EPI_ISL_19496993|A_/_H1N1,0.010601,0.010627,0.000027
EPI3679786|HA|A/Vietnam/PF324350/2024|EPI_ISL_19596050|A_/_H1N1,0.017668,0.017826,0.000158
EPI3952560|HA|A/Maldives/2357/2024|EPI_ISL_19726943|A_/_H1N1,0.019435,0.019701,0.000267
EPI3143990|HA|A/Phra_Nakhon_Si_Ayutthaya/BOE190/2024|EPI_ISL_19006141|A_/_H1N1,0.010601,0.010618,0.000017
EPI3143742|HA|A/Bangkok/P1242/2024|EPI_ISL_19006105|A_/_H1N1,0.017668,0.017919,0.000251
EPI3679575|HA|A/Vietnam/PF124484/2024|EPI_ISL_19596023|A_/_H1N1,0.012367,0.012429,0.000061
EPI3479673|HA|A/Bangkok/P2774/2024|EPI_ISL_19301847|A_/_H1N1,0.017668,0.017830,0.000162
EPI4311383|HA|A/Kyrgyzstan/29/2024|EPI_ISL_19858907|A_/_H1N1,0.010601,0.010666,0.000066
EPI3610484|HA|A/Philippines/ILI24-2171/2024|EPI_ISL_19498032|A_/_H1N1,0.010601,0.010657,0.000057
EPI3630173|HA|A/Tak/F1768/2024|EPI_ISL_19531362|A_/_H1N1,0.014134,0.014282,0.000148
EPI3957234|HA|A/YOKOHAMA/115/2024|EPI_ISL_19729243|A_/_H1N1,0.014134,0.014260,0.000126
EPI3736464|HA|A/Oman/CPHL_52433510/2024|EPI_ISL_19631373|A_/_H1N1,0.010601,0.010617,0.000016
EPI3787700|HA|A/Malaysia/IMR-SARI2882/2024|EPI_ISL_19664733|A_/_H1N1,0.010601,0.010913,0.000312
EPI3740131|HA|A/Chiang_Rai/F2887/2024|EPI_ISL_19633045|A_/_H1N1,0.010601,0.010629,0.000028
EPI3663598|HA|A/Laos/00820-2073/2024|EPI_ISL_19567913|A_/_H1N1,0.010601,0.010680,0.000080
EPI3663816|HA|A/Laos/00925-1602/2024|EPI_ISL_19567942|A_/_H1N1,0.010601,0.010929,0.000329
EPI3663483|HA|A/Laos/00819-2358/2024|EPI_ISL_19567754|A_/_H1N1,0.000000,0.000001,0.000001
EPI3194842|HA|A/OKINAWA/308/2024|EPI_ISL_19045753|A_/_H1N1,0.026502,0.026955,0.000453
