Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI4466040|HA|A/Bangkok/P1226/2025|EPI_ISL_20054439|A_/_H1N1,0.015901,0.016084,0.000183
EPI4569164|HA|A/Singapore/TT0288/2025|EPI_ISL_20087251|A_/_H1N1,0.000000,0.000001,0.000001
EPI4569149|HA|A/Singapore/EN0019/2025|EPI_ISL_20087249|A_/_H1N1,0.031802,0.032758,0.000956
EPI4569235|HA|A/Singapore/KK0385/2025|EPI_ISL_20087260|A_/_H1N1,0.014134,0.014316,0.000182
EPI4569014|HA|A/Singapore/GP1040/2025|EPI_ISL_20087232|A_/_H1N1,0.012367,0.012467,0.000099
EPI4466834|HA|A/Philippines/SARI25-0988/2025|EPI_ISL_20054796|A_/_H1N1,0.014134,0.014268,0.000134
EPI4570542|HA|A/Laos/00819-3151/2025|EPI_ISL_20087504|A_/_H1N1,0.026502,0.027238,0.000737
EPI4409343|HA|A/Malaysia/MKAI_CL29911/2025|EPI_ISL_19893420|A_/_H1N1,0.015901,0.016088,0.000187
EPI4585242|HA|A/Vietnam/5123/2025|EPI_ISL_20092435|A_/_H1N1,0.012367,0.012494,0.000126
EPI4585319|HA|A/Philippines/ILI25-0566/2025|EPI_ISL_20092445|A_/_H1N1,0.010601,0.010634,0.000033
EPI4327500|HA|A/IBARAKI/9/2025|EPI_ISL_19864098|A_/_H1N1,0.010601,0.010706,0.000105
EPI4668311|HA|A/Tak/1054/2025|EPI_ISL_20159167|A_/_H1N1,0.010601,0.010736,0.000136
EPI4335825|HA|A/YAMAGATA/72/2025|EPI_ISL_19867627|A_/_H1N1,0.010601,0.010665,0.000065
EPI4592117|HA|A/YOKOHAMA/50/2025|EPI_ISL_20097259|A_/_H1N1,0.037102,0.039439,0.002337
EPI4596675|HA|A/Singapore/KK0285/2025|EPI_ISL_20099737|A_/_H1N1,0.014134,0.014314,0.000180
EPI4439938|HA|A/TOKYO/EIS11-811/2025|EPI_ISL_19907006|A_/_H1N1,0.012367,0.012501,0.000134
EPI4624337|HA|A/Taiwan/S26887/2025|EPI_ISL_20136655|A_/_H1N1,0.012367,0.012744,0.000376
EPI4442386|HA|A/Lebanon/AU-9152/2025|EPI_ISL_19908717|A_/_H1N1,0.010601,0.010619,0.000018
EPI4103389|HA|A/KANAGAWA/AC2408/2025|EPI_ISL_19778353|A_/_H1N1,0.019435,0.019835,0.000400
EPI4444085|HA|A/Lebanon/AU-8907/2025|EPI_ISL_19909660|A_/_H1N1,0.005425,0.005427,0.000002
EPI4111374|HA|A/Vietnam/PF124503/2025|EPI_ISL_19780795|A_/_H1N1,0.010601,0.010630,0.000029
EPI4111432|HA|A/Vietnam/PF324366/2025|EPI_ISL_19780804|A_/_H1N1,0.010601,0.010661,0.000060
EPI4634392|HA|A/Taiwan/S26883/2025|EPI_ISL_20142084|A_/_H1N1,0.010601,0.010656,0.000055
EPI4025735|HA|A/Chiang_Rai/F561/2025|EPI_ISL_19753506|A_/_H1N1,0.012367,0.012441,0.000073
EPI4235418|HA|A/Seoul/649/2025|EPI_ISL_19822408|A_/_H1N1,0.030035,0.030932,0.000896
EPI4467988|HA|A/Galicia/44224586/2025|EPI_ISL_20055313|A_/_H1N1,0.014134,0.014278,0.000144
EPI4408183|HA|A/Madrid/HULP-200724254/2025|EPI_ISL_19893100|A_/_H1N1,0.014134,0.014194,0.000060
EPI4408167|HA|A/Madrid/HULP-200683958/2025|EPI_ISL_19893098|A_/_H1N1,0.017668,0.017823,0.000155
EPI4318575|HA|A/Galicia/GA-CHUAC-376/2025|EPI_ISL_19861830|A_/_H1N1,0.014134,0.014204,0.000070
EPI4161523|HA|A/Aragon/598/2025|EPI_ISL_19796571|A_/_H1N1,0.014134,0.014231,0.000097
EPI4322518|HA|A/Galicia/52502966/2025|EPI_ISL_19863007|A_/_H1N1,0.028269,0.029144,0.000876
EPI4414758|HA|A/Spain/VC-HADV-002442/2025|EPI_ISL_19897333|A_/_H1N1,0.012367,0.012485,0.000117
EPI4064473|HA|A/Avila/1833/2025|EPI_ISL_19767618|A_/_H1N1,0.014134,0.014213,0.000079
EPI4589108|HA|A/Alicante/VAHNSI-GIHSN-16_0431/2025|EPI_ISL_20095985|A_/_H1N1,0.012367,0.012550,0.000183
EPI4073754|HA|A/Galicia/SCQ/132102/2025|EPI_ISL_19770700|A_/_H1N1,0.012367,0.012412,0.000045
EPI4265256|HA|A/ComunidadValenciana/990/2025|EPI_ISL_19836366|A_/_H1N1,0.014134,0.014307,0.000172
EPI3883721|HA|A/Catalonia/NSBE252734763/2025|EPI_ISL_19705001|A_/_H1N1,0.017668,0.017936,0.000268
EPI4192158|HA|A/Andalucia/PMC-00768/2025|EPI_ISL_19806287|A_/_H1N1,0.010601,0.010604,0.000004
EPI4503965|HA|A/Slovakia/uvzsr-40431/2025|EPI_ISL_20069003|A_/_H1N1,0.010601,0.010722,0.000122
EPI4113781|HA|A/Sweden/SE25-50565/2025|EPI_ISL_19782067|A_/_H1N1,0.010601,0.010687,0.000086
EPI4116576|HA|A/Cwmifor/4078/2025|EPI_ISL_19784917|A_/_H1N1,0.012367,0.012632,0.000265
EPI4514388|HA|A/Victoria/42/2025|EPI_ISL_20070576|A_/_H1N1,0.014134,0.014285,0.000151
