Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1604164|HA|A/Yokohama/UT-K101/2012|EPI_ISL_393909|A_/_H1N1,0.012367,0.012533,0.000166
EPI406032|HA|A/Ayutthaya/283/2012|EPI_ISL_132102|A_/_H1N1,0.012367,0.012681,0.000313
EPI406035|HA|A/Chiang_Rai/312/2012|EPI_ISL_132103|A_/_H1N1,0.017668,0.018200,0.000532
EPI413167|HA|A/YOKOHAMA/154/2012|EPI_ISL_133539|A_/_H1N1,0.012367,0.012618,0.000251
EPI413170|HA|A/SAITAMA/88/2012|EPI_ISL_133540|A_/_H1N1,0.022968,0.024012,0.001043
EPI450759|HA|A/Jericho/18/2012|EPI_ISL_141724|A_/_H1N1,0.021201,0.021893,0.000691
EPI378229|HA|A/HIROSHIMA/17/2012|EPI_ISL_122175|A_/_H1N1,0.014134,0.014483,0.000348
EPI379995|HA|A/Stockholm/25/2012|EPI_ISL_122761|A_/_H1N1,0.021201,0.022274,0.001072
EPI383002|HA|A/Boras/1/2012|EPI_ISL_123787|A_/_H1N1,0.017668,0.018196,0.000529
EPI397599|HA|A/Stockholm/16/2012|EPI_ISL_129669|A_/_H1N1,0.021201,0.022065,0.000863
EPI417288|HA|A/SOUTH_AUSTRALIA/162/2012|EPI_ISL_134468|A_/_H1N1,0.026502,0.027576,0.001074
EPI379559|HA|A/BRISBANE/19/2012|EPI_ISL_122593|A_/_H1N1,0.005300,0.005338,0.000038
EPI394212|HA|A/BRISBANE/57/2012|EPI_ISL_128664|A_/_H1N1,0.005300,0.005373,0.000073
EPI394286|HA|A/VICTORIA/637/2012|EPI_ISL_128689|A_/_H1N1,0.017668,0.018260,0.000592
EPI370386|HA|A/California/21/2012|EPI_ISL_118684|A_/_H1N1,0.005300,0.005351,0.000050
EPI394869|HA|A/Nebraska/10/2012|EPI_ISL_129013|A_/_H1N1,0.015901,0.016268,0.000367
