Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1885077|HA|A/Dubai/DH112/2020|EPI_ISL_3376994|A_/_H1N1,0.012367,0.012484,0.000117
EPI2248017|HA|A/Yamaguchi/19FS198/2020|EPI_ISL_16196752|A_/_H1N1,0.010601,0.010755,0.000154
EPI1746185|HA|A/AKITA/15/2020|EPI_ISL_470819|A_/_H1N1,0.012367,0.012714,0.000346
EPI2650460|HA|A/Saudi_Arabia/39/2020|EPI_ISL_18037990|A_/_H1N1,0.024735,0.026860,0.002125
EPI2650473|HA|A/Saudi_Arabia/40/2020|EPI_ISL_18037993|A_/_H1N1,0.024735,0.026562,0.001827
EPI1814766|HA|A/Beirut/AUB_1246_N/2020|EPI_ISL_671771|A_/_H1N1,0.007067,0.007099,0.000032
EPI1852579|HA|A/Nonthaburi/76/2020|EPI_ISL_1296433|A_/_H1N1,0.010601,0.010802,0.000202
EPI1852611|HA|A/Chiang_Rai/68/2020|EPI_ISL_1296437|A_/_H1N1,0.010601,0.010733,0.000132
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.022968,0.023636,0.000668
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.008834,0.008936,0.000102
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.007067,0.007090,0.000022
EPI1729001|HA|A/Arizona/11480/2020|EPI_ISL_427834|A_/_H1N1,0.021201,0.021721,0.000520
EPI1717509|HA|A/Arkansas/15/2020|EPI_ISL_416874|A_/_H1N1,0.012367,0.012586,0.000219
EPI1717697|HA|A/Mississippi/13/2020|EPI_ISL_416901|A_/_H1N1,0.007067,0.007244,0.000177
EPI1870400|HA|A/Michigan/28/2020|EPI_ISL_2521404|A_/_H1N1,0.012367,0.012560,0.000192
EPI1725366|HA|A/Maryland/17/2020|EPI_ISL_424687|A_/_H1N1,0.010601,0.010764,0.000163
