Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1885077|HA|A/Dubai/DH112/2020|EPI_ISL_3376994|A_/_H1N1,0.017668,0.018067,0.000399
EPI2248017|HA|A/Yamaguchi/19FS198/2020|EPI_ISL_16196752|A_/_H1N1,0.005300,0.005311,0.000011
EPI1746185|HA|A/AKITA/15/2020|EPI_ISL_470819|A_/_H1N1,0.008834,0.009252,0.000418
EPI2650460|HA|A/Saudi_Arabia/39/2020|EPI_ISL_18037990|A_/_H1N1,0.030035,0.033046,0.003011
EPI2650473|HA|A/Saudi_Arabia/40/2020|EPI_ISL_18037993|A_/_H1N1,0.030035,0.032673,0.002637
EPI1814766|HA|A/Beirut/AUB_1246_N/2020|EPI_ISL_671771|A_/_H1N1,0.012367,0.012584,0.000217
EPI1852579|HA|A/Nonthaburi/76/2020|EPI_ISL_1296433|A_/_H1N1,0.005300,0.005335,0.000034
EPI1852611|HA|A/Chiang_Rai/68/2020|EPI_ISL_1296437|A_/_H1N1,0.008834,0.008899,0.000065
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.024735,0.025602,0.000867
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.014134,0.014484,0.000349
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.012367,0.012568,0.000200
EPI1729001|HA|A/Arizona/11480/2020|EPI_ISL_427834|A_/_H1N1,0.026502,0.027505,0.001004
EPI1717509|HA|A/Arkansas/15/2020|EPI_ISL_416874|A_/_H1N1,0.008834,0.009158,0.000324
EPI1717697|HA|A/Mississippi/13/2020|EPI_ISL_416901|A_/_H1N1,0.012367,0.012835,0.000468
EPI1870400|HA|A/Michigan/28/2020|EPI_ISL_2521404|A_/_H1N1,0.010601,0.010711,0.000110
EPI1725366|HA|A/Maryland/17/2020|EPI_ISL_424687|A_/_H1N1,0.008834,0.008924,0.000090
