Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1604164|HA|A/Yokohama/UT-K101/2012|EPI_ISL_393909|A_/_H1N1,0.007067,0.007122,0.000055
EPI406032|HA|A/Ayutthaya/283/2012|EPI_ISL_132102|A_/_H1N1,0.007067,0.007204,0.000137
EPI406035|HA|A/Chiang_Rai/312/2012|EPI_ISL_132103|A_/_H1N1,0.008834,0.008954,0.000120
EPI413167|HA|A/YOKOHAMA/154/2012|EPI_ISL_133539|A_/_H1N1,0.010601,0.010857,0.000256
EPI413170|HA|A/SAITAMA/88/2012|EPI_ISL_133540|A_/_H1N1,0.017668,0.018234,0.000566
EPI450759|HA|A/Jericho/18/2012|EPI_ISL_141724|A_/_H1N1,0.012367,0.012567,0.000200
EPI378229|HA|A/HIROSHIMA/17/2012|EPI_ISL_122175|A_/_H1N1,0.015901,0.016435,0.000534
EPI379995|HA|A/Stockholm/25/2012|EPI_ISL_122761|A_/_H1N1,0.012367,0.012781,0.000414
EPI383002|HA|A/Boras/1/2012|EPI_ISL_123787|A_/_H1N1,0.008834,0.008952,0.000118
EPI397599|HA|A/Stockholm/16/2012|EPI_ISL_129669|A_/_H1N1,0.012367,0.012667,0.000300
EPI417288|HA|A/SOUTH_AUSTRALIA/162/2012|EPI_ISL_134468|A_/_H1N1,0.021201,0.021747,0.000546
EPI379559|HA|A/BRISBANE/19/2012|EPI_ISL_122593|A_/_H1N1,0.014134,0.014433,0.000298
EPI394212|HA|A/BRISBANE/57/2012|EPI_ISL_128664|A_/_H1N1,0.014134,0.014527,0.000393
EPI394286|HA|A/VICTORIA/637/2012|EPI_ISL_128689|A_/_H1N1,0.012367,0.012696,0.000328
EPI370386|HA|A/California/21/2012|EPI_ISL_118684|A_/_H1N1,0.014134,0.014468,0.000334
EPI394869|HA|A/Nebraska/10/2012|EPI_ISL_129013|A_/_H1N1,0.008834,0.008848,0.000014
