Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1310932|HA|A/Nakhonratchasima/84/2018|EPI_ISL_329891|A_/_H1N1,0.007067,0.007107,0.000040
EPI1310924|HA|A/Bangkok/77/2018|EPI_ISL_329890|A_/_H1N1,0.014134,0.014282,0.000147
EPI1610325|HA|A/IBARAKI/38/2018|EPI_ISL_395548|A_/_H1N1,0.008834,0.008931,0.000097
EPI1610338|HA|A/YOKOHAMA/155/2018|EPI_ISL_395558|A_/_H1N1,0.010601,0.010678,0.000078
EPI1610341|HA|A/YOKOHAMA/137/2018|EPI_ISL_395561|A_/_H1N1,0.010601,0.010734,0.000133
EPI1485000|HA|A/Laos/F3512/2018|EPI_ISL_363494|A_/_H1N1,0.005300,0.005324,0.000024
EPI1315937|HA|A/Qatar/10-vi-18-0040450/2018|EPI_ISL_330795|A_/_H1N1,0.012367,0.012464,0.000096
EPI1319054|HA|A/TOCHIGI/18139/2018|EPI_ISL_331254|A_/_H1N1,0.008834,0.008856,0.000022
EPI1488183|HA|A/Laos/2581/2018|EPI_ISL_364102|A_/_H1N1,0.005300,0.005314,0.000014
EPI1328963|HA|A/Oman/6053/2018|EPI_ISL_332857|A_/_H1N1,0.012367,0.012516,0.000149
EPI1329687|HA|A/Abu_Dhabi/105/2018|EPI_ISL_333020|A_/_H1N1,0.010601,0.010682,0.000082
EPI1334069|HA|A/Oman/4852/2018|EPI_ISL_333658|A_/_H1N1,0.017668,0.018147,0.000479
EPI1190108|HA|A/KANAGAWA/AC1718/2018|EPI_ISL_301756|A_/_H1N1,0.014134,0.014355,0.000220
EPI1370197|HA|A/Bursa/1874/2018|EPI_ISL_341340|A_/_H1N1,0.015901,0.016274,0.000373
EPI1370195|HA|A/Istanbul/1683/2018|EPI_ISL_341339|A_/_H1N1,0.007067,0.007098,0.000031
EPI1420279|HA|A/Philippines/71/2018|EPI_ISL_351747|A_/_H1N1,0.010601,0.010711,0.000110
EPI1433940|HA|A/Laos/2649/2018|EPI_ISL_354342|A_/_H1N1,0.012367,0.012592,0.000224
EPI1281616|HA|A/Chiang_Rai/11/2018|EPI_ISL_322757|A_/_H1N1,0.008834,0.008874,0.000040
EPI1297216|HA|A/Philippines/21/2018|EPI_ISL_326761|A_/_H1N1,0.012367,0.012618,0.000250
EPI1319848|HA|A/Cardiff/6185/2018|EPI_ISL_331387|A_/_H1N1,0.012367,0.012502,0.000135
EPI1355904|HA|A/England/593/2018|EPI_ISL_338409|A_/_H1N1,0.012367,0.012501,0.000134
EPI1215686|HA|A/Sweden/15/2018|EPI_ISL_307076|A_/_H1N1,0.014134,0.014429,0.000294
EPI1538381|HA|A/England/7518/2018|EPI_ISL_376401|A_/_H1N1,0.010601,0.010661,0.000060
EPI1259039|HA|A/Switzerland/6244/2018|EPI_ISL_315739|A_/_H1N1,0.008834,0.008893,0.000059
EPI1242922|HA|A/Perth/14/2018|EPI_ISL_312217|A_/_H1N1,0.012367,0.012447,0.000080
EPI1319381|HA|A/Victoria/22/2018|EPI_ISL_331301|A_/_H1N1,0.015901,0.016092,0.000191
EPI1279569|HA|A/Townsville/11/2018|EPI_ISL_322323|A_/_H1N1,0.010601,0.010732,0.000131
EPI1358907|HA|A/Newcastle/85/2018|EPI_ISL_339051|A_/_H1N1,0.010601,0.010777,0.000176
EPI1359575|HA|A/Victoria/2162/2018|EPI_ISL_339231|A_/_H1N1,0.010601,0.010742,0.000141
EPI1359563|HA|A/Victoria/2128/2018|EPI_ISL_339227|A_/_H1N1,0.010601,0.010721,0.000120
EPI1359668|HA|A/South_Australia/221/2018|EPI_ISL_339263|A_/_H1N1,0.008834,0.008933,0.000099
EPI1283244|HA|A/Brisbane/121/2018|EPI_ISL_323091|A_/_H1N1,0.010601,0.010741,0.000140
EPI1297237|HA|A/Sydney/131/2018|EPI_ISL_326768|A_/_H1N1,0.014134,0.014296,0.000161
EPI1324183|HA|A/Florida/103/2018|EPI_ISL_332014|A_/_H1N1,0.012367,0.012494,0.000127
EPI1343776|HA|A/Iowa/73/2018|EPI_ISL_335744|A_/_H1N1,0.008834,0.008896,0.000062
EPI1349486|HA|A/Florida/126/2018|EPI_ISL_336628|A_/_H1N1,0.012367,0.012539,0.000171
EPI1357354|HA|A/Michigan/419/2018|EPI_ISL_338675|A_/_H1N1,0.012367,0.012547,0.000180
EPI1214251|HA|A/Alaska/19/2018|EPI_ISL_306776|A_/_H1N1,0.012367,0.012508,0.000141
