Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI230121|HA|A/NIIGATA/1459/2009|EPI_ISL_65887|A_/_H1N1,0.008834,0.008890,0.000056
EPI190831|HA|A/Taiwan/T1773/2009|EPI_ISL_33944|A_/_H1N1,0.005291,0.005278,-0.000013
EPI232996|HA|A/SAPPORO/464/2009|EPI_ISL_66729|A_/_H1N1,0.008834,0.008864,0.000030
EPI233003|HA|A/YAMAGUCHI/184/2009|EPI_ISL_66736|A_/_H1N1,0.008834,0.008816,-0.000018
EPI240592|HA|A/HIROSHIMA-C/395/2009|EPI_ISL_69056|A_/_H1N1,0.008834,0.008849,0.000015
EPI349527|HA|A/Taiwan/1017/2009|EPI_ISL_101897|A_/_H1N1,0.008834,0.008874,0.000040
EPI349526|HA|A/Taiwan/11706/2009|EPI_ISL_101896|A_/_H1N1,0.008834,0.008848,0.000014
EPI241772|HA|A/TOCHIGI/356/2009|EPI_ISL_69740|A_/_H1N1,0.008834,0.008883,0.000049
EPI248540|HA|A/SHIZUOKA-C/172/2009|EPI_ISL_71613|A_/_H1N1,0.010601,0.010594,-0.000006
EPI254654|HA|A/Daejeon/1871/2009|EPI_ISL_74102|A_/_H1N1,0.008834,0.008870,0.000036
EPI255807|HA|A/Thailand/THB0405/2009|EPI_ISL_74415|A_/_H1N1,0.008834,0.008848,0.000014
EPI263419|HA|A/Singapore/GP3441/2009|EPI_ISL_75728|A_/_H1N1,0.008834,0.008997,0.000163
EPI263429|HA|A/Singapore/GP4381/2009|EPI_ISL_75733|A_/_H1N1,0.008834,0.008861,0.000027
EPI263435|HA|A/Singapore/GP4697/2009|EPI_ISL_75736|A_/_H1N1,0.008834,0.008836,0.000002
EPI277593|HA|A/Amman/WR0060N/2009|EPI_ISL_78800|A_/_H1N1,0.015957,0.016258,0.000301
EPI277609|HA|A/Taipei/WR0193T/2009|EPI_ISL_78802|A_/_H1N1,0.007092,0.007135,0.000043
EPI277641|HA|A/Bishkek/WR0881T/2009|EPI_ISL_78806|A_/_H1N1,0.015957,0.016354,0.000396
EPI277801|HA|A/Ankara/WR1429T/2009|EPI_ISL_78826|A_/_H1N1,0.014184,0.014335,0.000150
EPI277833|HA|A/Taipei/WR1472T/2009|EPI_ISL_78830|A_/_H1N1,0.015957,0.016294,0.000336
EPI297094|HA|A/Sendai/TU385/2009|EPI_ISL_84677|A_/_H1N1,0.008834,0.008862,0.000028
EPI297101|HA|A/Sendai/TU396/2009|EPI_ISL_84684|A_/_H1N1,0.010601,0.010666,0.000065
EPI297106|HA|A/Sendai/TU402/2009|EPI_ISL_84689|A_/_H1N1,0.008834,0.008903,0.000069
EPI297133|HA|A/Sendai/TU447/2009|EPI_ISL_84716|A_/_H1N1,0.010601,0.010664,0.000063
EPI297181|HA|A/Sendai/TU589/2009|EPI_ISL_84764|A_/_H1N1,0.010601,0.010660,0.000060
EPI297185|HA|A/Sendai/TU587/2009|EPI_ISL_84768|A_/_H1N1,0.012367,0.012618,0.000251
EPI297194|HA|A/Sendai/TU620/2009|EPI_ISL_84777|A_/_H1N1,0.008834,0.008869,0.000035
EPI307264|HA|A/Taiwan/7949/2009|EPI_ISL_87441|A_/_H1N1,0.008834,0.008842,0.000008
EPI210034|HA|A/FUKUOKA-C/2/2009|EPI_ISL_60011|A_/_H1N1,0.012367,0.012438,0.000071
EPI212534|HA|A/Nagasaki/HA-14/2009|EPI_ISL_61244|A_/_H1N1,0.008834,0.009015,0.000181
EPI213909|HA|A/Singapore/TLL52/2009|EPI_ISL_61491|A_/_H1N1,0.007067,0.007096,0.000029
EPI213910|HA|A/Singapore/TLL53/2009|EPI_ISL_61492|A_/_H1N1,0.007067,0.007057,-0.000010
