Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1885077|HA|A/Dubai/DH112/2020|EPI_ISL_3376994|A_/_H1N1,0.000000,0.000001,0.000001
EPI2248017|HA|A/Yamaguchi/19FS198/2020|EPI_ISL_16196752|A_/_H1N1,0.022968,0.023608,0.000639
EPI1746185|HA|A/AKITA/15/2020|EPI_ISL_470819|A_/_H1N1,0.024735,0.025767,0.001032
EPI2650460|HA|A/Saudi_Arabia/39/2020|EPI_ISL_18037990|A_/_H1N1,0.037102,0.040792,0.003690
EPI2650473|HA|A/Saudi_Arabia/40/2020|EPI_ISL_18037993|A_/_H1N1,0.037102,0.040331,0.003228
EPI1814766|HA|A/Beirut/AUB_1246_N/2020|EPI_ISL_671771|A_/_H1N1,0.015901,0.016140,0.000239
EPI1852579|HA|A/Nonthaburi/76/2020|EPI_ISL_1296433|A_/_H1N1,0.022968,0.023711,0.000742
EPI1852611|HA|A/Chiang_Rai/68/2020|EPI_ISL_1296437|A_/_H1N1,0.022968,0.023557,0.000588
EPI1727956|HA|A/Sweden/17/2020|EPI_ISL_426280|A_/_H1N1,0.028269,0.029237,0.000968
EPI1750234|HA|A/England/200420376/2020|EPI_ISL_480532|A_/_H1N1,0.021201,0.021723,0.000521
EPI1754899|HA|A/England/46/2020|EPI_ISL_487070|A_/_H1N1,0.019435,0.019748,0.000314
EPI1729001|HA|A/Arizona/11480/2020|EPI_ISL_427834|A_/_H1N1,0.030035,0.031033,0.000998
EPI1717509|HA|A/Arkansas/15/2020|EPI_ISL_416874|A_/_H1N1,0.024735,0.025497,0.000762
EPI1717697|HA|A/Mississippi/13/2020|EPI_ISL_416901|A_/_H1N1,0.019435,0.020150,0.000716
EPI1870400|HA|A/Michigan/28/2020|EPI_ISL_2521404|A_/_H1N1,0.024735,0.025442,0.000707
EPI1725366|HA|A/Maryland/17/2020|EPI_ISL_424687|A_/_H1N1,0.022968,0.023627,0.000659
