Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI3609682|HA|A/Malaysia/IMR-SARI2297/2024|EPI_ISL_19496993|A_/_H1N1,0.012367,0.012404,0.000036
EPI3679786|HA|A/Vietnam/PF324350/2024|EPI_ISL_19596050|A_/_H1N1,0.005300,0.005298,-0.000002
EPI3952560|HA|A/Maldives/2357/2024|EPI_ISL_19726943|A_/_H1N1,0.021201,0.021501,0.000299
EPI3143990|HA|A/Phra_Nakhon_Si_Ayutthaya/BOE190/2024|EPI_ISL_19006141|A_/_H1N1,0.012367,0.012393,0.000025
EPI3143742|HA|A/Bangkok/P1242/2024|EPI_ISL_19006105|A_/_H1N1,0.015901,0.016100,0.000199
EPI3679575|HA|A/Vietnam/PF124484/2024|EPI_ISL_19596023|A_/_H1N1,0.014134,0.014210,0.000076
EPI3479673|HA|A/Bangkok/P2774/2024|EPI_ISL_19301847|A_/_H1N1,0.019435,0.019620,0.000186
EPI4311383|HA|A/Kyrgyzstan/29/2024|EPI_ISL_19858907|A_/_H1N1,0.014134,0.014286,0.000152
EPI3610484|HA|A/Philippines/ILI24-2171/2024|EPI_ISL_19498032|A_/_H1N1,0.012367,0.012438,0.000071
EPI3630173|HA|A/Tak/F1768/2024|EPI_ISL_19531362|A_/_H1N1,0.014134,0.014264,0.000130
EPI3957234|HA|A/YOKOHAMA/115/2024|EPI_ISL_19729243|A_/_H1N1,0.015901,0.016049,0.000147
EPI3736464|HA|A/Oman/CPHL_52433510/2024|EPI_ISL_19631373|A_/_H1N1,0.012367,0.012391,0.000024
EPI3787700|HA|A/Malaysia/IMR-SARI2882/2024|EPI_ISL_19664733|A_/_H1N1,0.017668,0.017901,0.000234
EPI3740131|HA|A/Chiang_Rai/F2887/2024|EPI_ISL_19633045|A_/_H1N1,0.012367,0.012405,0.000038
EPI3663598|HA|A/Laos/00820-2073/2024|EPI_ISL_19567913|A_/_H1N1,0.015901,0.016085,0.000184
EPI3663816|HA|A/Laos/00925-1602/2024|EPI_ISL_19567942|A_/_H1N1,0.014134,0.014269,0.000135
EPI3663483|HA|A/Laos/00819-2358/2024|EPI_ISL_19567754|A_/_H1N1,0.012367,0.012420,0.000052
EPI3194842|HA|A/OKINAWA/308/2024|EPI_ISL_19045753|A_/_H1N1,0.031802,0.032522,0.000720
EPI3529187|HA|A/KANAGAWA/IC2375/2024|EPI_ISL_19374063|A_/_H1N1,0.012367,0.012400,0.000033
EPI3553276|HA|A/Vietnam/4019/2024|EPI_ISL_19407789|A_/_H1N1,0.015901,0.015985,0.000084
EPI3162483|HA|A/NAGANO-C/8/2024|EPI_ISL_19015551|A_/_H1N1,0.031802,0.032399,0.000597
