Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI349529|HA|A/Taiwan/3994/2010|EPI_ISL_101899|A_/_H1N1,0.000000,0.000001,0.000001
EPI349528|HA|A/Taiwan/1164/2010|EPI_ISL_101898|A_/_H1N1,0.017668,0.017884,0.000217
EPI249899|HA|A/Nagasaki/HA-10-5/2010|EPI_ISL_71903|A_/_H1N1,0.014134,0.014231,0.000097
EPI272412|HA|A/NIIGATA/194/2010|EPI_ISL_77265|A_/_H1N1,0.010601,0.010641,0.000040
EPI598887|HA|A/Bangkok/SIMI510/2010|EPI_ISL_181410|A_/_H1N1,0.010601,0.010617,0.000017
EPI598885|HA|A/Bangkok/SIMI508/2010|EPI_ISL_181408|A_/_H1N1,0.010601,0.010593,-0.000007
EPI302108|HA|A/Taiwan/733/2010|EPI_ISL_86017|A_/_H1N1,0.012367,0.012406,0.000039
EPI324760|HA|A/Thailand/CU-MV6/2010|EPI_ISL_93119|A_/_H1N1,0.010601,0.010593,-0.000008
EPI334839|HA|A/Aichi/118/2010|EPI_ISL_95637|A_/_H1N1,0.014134,0.014225,0.000090
EPI403823|HA|A/England/03220137/2010|EPI_ISL_131599|A_/_H1N1,0.012367,0.012410,0.000042
EPI403839|HA|A/Northern_Ireland/04380108/2010|EPI_ISL_131604|A_/_H1N1,0.010601,0.010583,-0.000018
EPI273891|HA|A/Dnipropetrovsk/445/2010|EPI_ISL_77716|A_/_H1N1,0.015901,0.015970,0.000069
EPI278514|HA|A/Ukraine/123/2010|EPI_ISL_79191|A_/_H1N1,0.017668,0.017806,0.000138
EPI295619|HA|A/Slovakia/1623/2010|EPI_ISL_84236|A_/_H1N1,0.014134,0.014154,0.000019
EPI295631|HA|A/Switzerland/3628824/2010|EPI_ISL_84242|A_/_H1N1,0.012367,0.012389,0.000021
EPI299615|HA|A/Switzerland/5165/2010|EPI_ISL_85201|A_/_H1N1,0.222615,0.278019,0.055405
EPI492960|HA|A/Extremadura/6530/2010|EPI_ISL_151911|A_/_H1N1,0.012367,0.012410,0.000043
EPI280341|HA|A/Christchurch/16/2010|EPI_ISL_79721|A_/_H1N1,0.010601,0.010593,-0.000008
EPI250026|HA|A/Maryland/04/2010|EPI_ISL_71959|A_/_H1N1,0.017668,0.017724,0.000056
EPI252143|HA|A/Minnesota/02/2010|EPI_ISL_73406|A_/_H1N1,0.014134,0.014249,0.000114
EPI273717|HA|A/Minnesota/03/2010|EPI_ISL_77664|A_/_H1N1,0.010601,0.010608,0.000007
EPI278832|HA|A/California/11/2010|EPI_ISL_79343|A_/_H1N1,0.010601,0.010590,-0.000011
EPI300969|HA|A/Indiana/06/2010|EPI_ISL_85569|A_/_H1N1,0.012367,0.012384,0.000016
EPI301713|HA|A/Hawaii/16/2010|EPI_ISL_85813|A_/_H1N1,0.015901,0.016001,0.000100
