Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI3609682|HA|A/Malaysia/IMR-SARI2297/2024|EPI_ISL_19496993|A_/_H1N1,0.005300,0.005287,-0.000013
EPI3679786|HA|A/Vietnam/PF324350/2024|EPI_ISL_19596050|A_/_H1N1,0.012367,0.012416,0.000049
EPI3952560|HA|A/Maldives/2357/2024|EPI_ISL_19726943|A_/_H1N1,0.014134,0.014257,0.000123
EPI3143990|HA|A/Phra_Nakhon_Si_Ayutthaya/BOE190/2024|EPI_ISL_19006141|A_/_H1N1,0.005300,0.005283,-0.000018
EPI3143742|HA|A/Bangkok/P1242/2024|EPI_ISL_19006105|A_/_H1N1,0.012367,0.012481,0.000114
EPI3679575|HA|A/Vietnam/PF124484/2024|EPI_ISL_19596023|A_/_H1N1,0.007067,0.007067,0.000000
EPI3479673|HA|A/Bangkok/P2774/2024|EPI_ISL_19301847|A_/_H1N1,0.012367,0.012420,0.000052
EPI4311383|HA|A/Kyrgyzstan/29/2024|EPI_ISL_19858907|A_/_H1N1,0.007067,0.007105,0.000038
EPI3610484|HA|A/Philippines/ILI24-2171/2024|EPI_ISL_19498032|A_/_H1N1,0.005300,0.005302,0.000002
EPI3630173|HA|A/Tak/F1768/2024|EPI_ISL_19531362|A_/_H1N1,0.008834,0.008882,0.000048
EPI3957234|HA|A/YOKOHAMA/115/2024|EPI_ISL_19729243|A_/_H1N1,0.008834,0.008869,0.000035
EPI3736464|HA|A/Oman/CPHL_52433510/2024|EPI_ISL_19631373|A_/_H1N1,0.005300,0.005282,-0.000018
EPI3787700|HA|A/Malaysia/IMR-SARI2882/2024|EPI_ISL_19664733|A_/_H1N1,0.010601,0.010684,0.000083
EPI3740131|HA|A/Chiang_Rai/F2887/2024|EPI_ISL_19633045|A_/_H1N1,0.005300,0.005288,-0.000012
EPI3663598|HA|A/Laos/00820-2073/2024|EPI_ISL_19567913|A_/_H1N1,0.008834,0.008888,0.000054
EPI3663816|HA|A/Laos/00925-1602/2024|EPI_ISL_19567942|A_/_H1N1,0.007067,0.007097,0.000029
EPI3663483|HA|A/Laos/00819-2358/2024|EPI_ISL_19567754|A_/_H1N1,0.005300,0.005294,-0.000006
EPI3194842|HA|A/OKINAWA/308/2024|EPI_ISL_19045753|A_/_H1N1,0.024735,0.025161,0.000426
EPI3529187|HA|A/KANAGAWA/IC2375/2024|EPI_ISL_19374063|A_/_H1N1,0.005300,0.005286,-0.000014
EPI3553276|HA|A/Vietnam/4019/2024|EPI_ISL_19407789|A_/_H1N1,0.008834,0.008834,-0.000000
EPI3162483|HA|A/NAGANO-C/8/2024|EPI_ISL_19015551|A_/_H1N1,0.024735,0.025066,0.000331
EPI3805125|HA|A/ABUDHABI/UAE/0009571/2024|EPI_ISL_19671305|A_/_H1N1,0.010601,0.010674,0.000074
EPI3881008|HA|A/Shymkent/NRL-2020/2024|EPI_ISL_19704556|A_/_H1N1,0.022968,0.023491,0.000522
