Strain_ID,P_Distance,ML_Distance_LG_G4,Difference
EPI1604165|HA|A/Osaka/UT-A01/2013|EPI_ISL_393910|A_/_H1N1,0.000000,0.000001,0.000001
EPI540797|HA|A/MACAU/610435/2013|EPI_ISL_165924|A_/_H1N1,0.024735,0.025575,0.000840
EPI544626|HA|A/Singapore/CGH001/2013|EPI_ISL_167043|A_/_H1N1,0.022968,0.023533,0.000565
EPI439228|HA|A/Surat_Thani/16/2013|EPI_ISL_138660|A_/_H1N1,0.021201,0.021970,0.000768
EPI445794|HA|A/Kherlen/658/2013|EPI_ISL_140301|A_/_H1N1,0.024735,0.025407,0.000672
EPI567296|HA|A/Philippines/20/2013|EPI_ISL_173214|A_/_H1N1,0.022968,0.023691,0.000723
EPI450490|HA|A/MACAU/600062/2013|EPI_ISL_141597|A_/_H1N1,0.024735,0.025370,0.000635
EPI465498|HA|A/Vietnam/3029/2013|EPI_ISL_145106|A_/_H1N1,0.022968,0.023729,0.000760
EPI466559|HA|A/Jordan/30021/2013|EPI_ISL_145413|A_/_H1N1,0.022968,0.023566,0.000598
EPI477014|HA|A/Fukuoka-C/8/2013|EPI_ISL_148586|A_/_H1N1,0.012367,0.012503,0.000136
EPI490886|HA|A/Vietnam/CD13-114/2013|EPI_ISL_151419|A_/_H1N1,0.022968,0.023742,0.000774
EPI419975|HA|A/Malmoe/1/2013|EPI_ISL_135096|A_/_H1N1,0.026502,0.027275,0.000774
EPI2184453|HA|A/Catalonia/NSVH206354/2013|EPI_ISL_15083856|A_/_H1N1,0.014134,0.014271,0.000136
EPI460690|HA|A/Salamanca/43/2013|EPI_ISL_143634|A_/_H1N1,0.024735,0.025733,0.000999
EPI442699|HA|A/Colorado/03/2013|EPI_ISL_139492|A_/_H1N1,0.019435,0.019826,0.000391
EPI465079|HA|A/Kentucky/06/2013|EPI_ISL_144959|A_/_H1N1,0.022968,0.023776,0.000807
